,Наименование ДОО,Январь_x,Итог,Тип собственности,Январь_y
674,МКДОУ дс № 4 Крепыш,337.0,,Муниципальная,337.0
675,МКУДО Детский сад №5 Солнышко г.ЮжноСухокумск,206.0,,Муниципальная,206.0
676,МКУДО Детский сад №3 Ромашка г.ЮжноСухокумск,190.0,,Муниципальная,190.0
677,МКУДО Детский сад №2 Ивушка г.ЮжноСухокумск,205.0,,Муниципальная,205.0
678,МКОУ Новочуртахская СОШ №2 ГКП,,,Муниципальная,24.0
679,МКОУ Гамияхская СОШ №1 ГКП,,,Муниципальная,18.0
680,МКОУ Чаравалинская СОШ ГКП,,,Муниципальная,18.0
681,МКДОУ Детский сад Сказка с.Новолакское,,,Муниципальная,165.0
682,МКДОУ Детский сад Дюймовочка с. Новокули дошк. гр. при  МОУ Новокули СОШ №1,54.0,,Муниципальная,54.0
683,МКОУ Новочуртахская СОШ №1 ГКП,,,Муниципальная,14.0
684,МКОУ Дучинская СОШ № 2 ГКП,,,Муниципальная,10.0
685,МКОУ Новолакская СОШ №1 гкп,,,Муниципальная,15.0
686,МКОУ Банайюртовская СОШ ГКП,,,Муниципальная,21.0
687,МКОУ Тухчарская СОШ №1 ГКПдеят. приост.,,,Муниципальная,0.0
688,МКОУ Тухчарская СОШ ГКП,,,Муниципальная,5.0
689,МКОУ Новокулинская СОШ №2 им Аметхана Султана ГКП,,,Муниципальная,46.0
690,МКДОУ Детский сад Солнышко с.Чапаево,,,Муниципальная,195.0
691,МКДОУ Детский сад Радуга с.Новочуртах,85.0,,Муниципальная,85.0
692,МКОУ Новомехельтинская СОШ ГКП,,,Муниципальная,1.0
693,МКОУ Гамияхская СОШ ГКП,,,Муниципальная,4.0
694,МКОУ Ямансуйская СОШ ГКП,,,Муниципальная,30.0
695,МКОУ Ахарская СОШ ГКП,,,Муниципальная,7.0
696,МКОУ Гамияхская СОШ №2 ГКП,,,Муниципальная,16.0
697,МБДОУ Детский сад Буратино с.Новолакское,215.0,,Муниципальная,215.0
698,МКОУ Тухчарская ООШ ГКП,,,Муниципальная,27.0
699,МКОУ Шушинская СОШ ГКП,,,Муниципальная,8.0
700,МКОУ Чапаевская СОШ №1 ГКП,,,Муниципальная,9.0
701,МКОУ Новокулинская СОШ №1 гкп,,,Муниципальная,13.0
702,МКОУ Барчхойотарская СОШ ГКП,,,Муниципальная,28.0
703,МКДОУ Детский сад Радуга №1 с.Новочуртах Новострой,,,Муниципальная,115.0
704,МБДОУ с.Усемикент,117.0,,Муниципальная,117.0
705,МБОУ Каякентская СОШ № 1 гкп,,,Муниципальная,15.0
706,МБДОУ с. Первомайское,114.0,,Муниципальная,114.0
707,МБДОУ с.Башлыкент,132.0,,Муниципальная,132.0
708,МБДОУ Чебурашка с.Новокаякент,238.0,,Муниципальная,238.0
709,МБДОУ с. Дружба,196.0,,Муниципальная,196.0
710,МБДОУ Солнышко с.Каякент,,,Муниципальная,263.0
711,МБДОУ с. Герга,59.0,,Муниципальная,59.0
712,МБОУ Новокаякентская СОШ ГКПдеят. приостан,,,Муниципальная,0.0
713,МБДОУ Детский сад Радуга с.Первомайское ,,,Муниципальная,193.0
714,МБДОУ №1 с.Алходжакент,67.0,,Муниципальная,67.0
715,МБОУ Дружбинская СОШ ГКПдеят. приост.,,,Муниципальная,0.0
716,МБДОУ Соколенок с.Каранайаул,177.0,,Муниципальная,177.0
717,МБДОУ с. Утамыш,39.0,,Муниципальная,39.0
718,МБОУ Гергинская СОШ ГКПдеят.приост.,,,Муниципальная,15.0
719,МБДОУ №2 с.Алходжакент,35.0,,Муниципальная,35.0
720,МБОУ Новокаякентская начальная школадетский сад,84.0,,Муниципальная,84.0
721,МБДОУ Юлдуз с.Каякент,455.0,,Муниципальная,455.0
722,МКДОУ Дсад Колосок с.Буртихан,24.0,,Муниципальная,24.0
723,МКДОУ Дсад Белоснежка с.Дулдуг,29.0,,Муниципальная,29.0
724,МКДОУ Детский сад Улыбка с. Фите,,,Муниципальная,22.0
725,МУДОУ Детский сад Родничок с.Худиг,,,Муниципальная,26.0
726,МКДОУ Дсад Радуга с.Хутхул,36.0,,Муниципальная,36.0
727,МКДОУ Дсад Сказка Рича,25.0,,Муниципальная,25.0
728,МКДОУ Дсад Солнышко с.Тпиг,,,Муниципальная,146.0
729,МКДОУ ДС Орленок с.Кака,,,Муниципальная,80.0
730,МКОУ ДО Хрюгский детский сад Соколенок,80.0,,Муниципальная,80.0
731,МКОУ ДОД №3 Ахтынский дс Рассвет,59.0,,Муниципальная,59.0
732,МКУ ДОД Ахтынский детский сад Солнышко,137.0,,Муниципальная,137.0
733,МКУ ДОД Ахтынский детский сад Юный космонавт,250.0,,Муниципальная,250.0
734,МКДОУ Улыбка с.Муни,82.0,,Муниципальная,82.0
735,МКОУ Миарсинская СОШ ГКПдеят.приост.,,,Муниципальная,8.0
736,МКОУ Хелетуринская СОШ  ГКПдеят.приост.,,,Муниципальная,5.0
737,МКДОУ Светлячок с.Анди,114.0,,Муниципальная,114.0
738,МКДОУ Детский сад Золотой ключик с.Ботлих ,,,Муниципальная,80.0
739,МКДОУ Ласточка с.Рахата,165.0,,Муниципальная,165.0
740,МКОУ Тасутинская ООШ им. М.Асадулаева ГКПдеят. приост.,,,Муниципальная,0.0
741,МКДОУ Чебурашка с.Ботлих,185.0,,Муниципальная,185.0
742,МКОУ Ортоколинская СОШ ГКПдеят.приост.,,,Муниципальная,7.0
743,МКДОУ Солнышко с.Ботлих,199.0,,Муниципальная,199.0
744,МКОУ Кижанинская ООШ гкпдеят.приост.,,,Муниципальная,8.0
745,МКДОУ Журавлик с.Шодрода,24.0,,Муниципальная,24.0
746,МКДОУ Сказка с.Ашали,20.0,,Муниципальная,20.0
747,МКДОУ Звездочка с.Тандо,36.0,,Муниципальная,36.0
748,МКДОУ Ромашка с.Алак,43.0,,Муниципальная,43.0
749,МКОУ Кванхидатлинская ООШ  ГКПдеят.приост.,,,Муниципальная,6.0
750,МКОУ Рикванинская СОШ ГКПдеят.приост.,,,Муниципальная,10.0
751,МКДОУ Орленок с.Зило,20.0,,Муниципальная,20.0
752,МКОУ НижнеИнхеловская ООШ  ГКПдеят.приост.,,,Муниципальная,13.0
753,МКДОУ Радуга с.Тлох,78.0,,Муниципальная,78.0
754,МКОУ Чанковская СОШ ГКПдеят.приост.,,,Муниципальная,6.0
755,МКДОУ Детский сад Родничок с.Ботлих,,,Муниципальная,130.0
756,МКДОУ Орленок с.Гагатли,87.0,,Муниципальная,87.0
757,МКДОУ Аист с.Ансалта,144.0,,Муниципальная,144.0
758,МКДОУ Детсад Теремок с.Годобери,,,Муниципальная,68.0
759,МБОУ Чиркейский образовательный центр им.А.Омарова,68.0,,Муниципальная,68.0
760,МБДОУ Детский сад Берхи  с. Чанкурбе,,,Муниципальная,47.0
761,МБДОУ Улыбка с. Чиркей,213.0,,Муниципальная,213.0
762,МКДОУ Родничок с.Эрпели,96.0,,Муниципальная,96.0
763,МКДОУ Радуга с.Нижнее Казанище,124.0,,Муниципальная,124.0
764,МБДОУ Юлдуз с.Нижний Дженгутай,190.0,,Муниципальная,190.0
765,МБДОУ Радуга с.Верхнее Казанище,183.0,,Муниципальная,183.0
766,МБДОУ Ромашка с. Буглен,116.0,,Муниципальная,116.0
767,МКДОУ Ласточка с.Атланаул,107.0,,Муниципальная,107.0
768,МБДОУ Журавлик с. Халимбекаул,,,Муниципальная,87.0
769,МБДОУ Пчлка с.Карамахи,,,Муниципальная,136.0
770,МБДОУ Сказка с.Нижнее Казанище,,,Муниципальная,339.0
771,МКДОУ Теремок с.Апши,56.0,,Муниципальная,56.0
772,МБДОУ Солнышко с.Нижнее Казанище,140.0,,Муниципальная,140.0
773,МКДОУ Яшлыкъ с.Новый Кумух Кафыркумух,79.0,,Муниципальная,79.0
774,МБДОУ Гбелек с.Халимбекаул,247.0,,Муниципальная,247.0
775,МКДОУ Ласточка с.Манасаул,42.0,,Муниципальная,42.0
776,МКОУ Чалдинская СОШ дошк. группы,11.0,,Муниципальная,11.0
777,МКДОУ Яслисад Пикачо с.Мурада,15.0,,Муниципальная,15.0
778,МКДОУ ДС Ласточка с. Могох,32.0,,Муниципальная,32.0
779,МКДОУ ДС Радуга с. Хвартикуни,26.0,,Муниципальная,26.0
780,МКДОУ ДС Теремок с. Маали,45.0,,Муниципальная,45.0
781,МКДОУ ДС Улыбка с.Кикуни,141.0,,Муниципальная,141.0
782,МКДОУ ДС Ромашка с.Кикуни,145.0,,Муниципальная,145.0
783,МКДОУ ДС Чебурашка с.Аймаки,50.0,,Муниципальная,50.0
784,МКДОУ ДС Дюймовочка с. Кудутль,34.0,,Муниципальная,34.0
785,МКДОУ ДС Солнышко с.Гергебиль,,,Муниципальная,320.0
786,МКДОУ ДС Малыш с. Гергебиль,121.0,,Муниципальная,121.0
787,МКДОУ ДС Нур с. Курми,67.0,,Муниципальная,67.0
788,МКДОУ ДС Звездочка с. Сабнова,,,Муниципальная,101.0
789,МКДОУ ДС Чебурашка пгт. Белиджи,78.0,,Муниципальная,78.0
790,МКДОУ ДС №1 Улыбка с.Геджух,193.0,,Муниципальная,193.0
791,МБДОУ ДС Сказка пгт. Мамедкала 40 м.,,,Муниципальная,67.0
792,МКДОУ ДС Севиндж с.Падар,,,Муниципальная,92.0
793,МКОУ Школасад им.Курбанова С.Д с.Н.Джалган,84.0,,Муниципальная,84.0
794,МКДОУ ДС им. Бабаева Г.О. с.Салик,158.0,,Муниципальная,158.0
795,МКДОУ ДС №2 Ягодка с.Геджух,215.0,,Муниципальная,215.0
796,МКДОУ ДС Солнышко с.Кала,82.0,,Муниципальная,82.0
797,МКДОУ ДС №1 Росинка с.Берикей,159.0,,Муниципальная,159.0
798,МБДОУ ДС №1 с.Хазар,202.0,,Муниципальная,202.0
799,МКДОУ ДС Ласточка с.Чинар,159.0,,Муниципальная,159.0
800,МБДОУ Детский сад Малыш с. Хазар,85.0,,Муниципальная,85.0
801,МКДОУ ДС Ласточка с.Джемикент,90.0,,Муниципальная,90.0
802,МКДОУ ДС Айгюн с. Белиджи,,,Муниципальная,115.0
803,МКДОУ ДС с. Великент,74.0,,Муниципальная,74.0
804,МКДОУ ДС  Юлдуз  пгт.Мамедкала,174.0,,Муниципальная,174.0
805,МКДОУ ДС Клубничка с.Уллутеркеме,76.0,,Муниципальная,76.0
806,МКДОУ ДС Колосок с.Деличобан,91.0,,Муниципальная,91.0
807,МКДОУ Детский сад  с. Татляр,92.0,,Муниципальная,92.0
808,МКДОУ ДС Ална пгт. Белиджи,52.0,,Муниципальная,52.0
809,МКДОУ Детский сад общеразвивающего типа Ласточка с.Акнада,49.0,,Муниципальная,49.0
810,МКДОУ Детский сад общеразвивающего вида Сказка с.Стальское,103.0,,Муниципальная,103.0
811,МКДОУ Детский сад общеразвивающего вида  Звездочка с.Нечаевка,84.0,,Муниципальная,84.0
812,МКДОУ Детский сад общеразвивающего вида Теремок с.Новочиркей,74.0,,Муниципальная,74.0
813,МКДОУ ЦРР Детский сад общеразвивающего вида Тюльпан с ЗубутлиМиатли,102.0,,Муниципальная,102.0
814,МКДОУ Детский сад общеразвивающего вида Соколенок с.Комсомольское,90.0,,Муниципальная,90.0
815,МКДОУ Детский сад общеразвивающего вида Радуга с. Кироваул,53.0,,Муниципальная,53.0
816,МКДОУ Детский сад Дюймовочка с.Султанянгиюрт,212.0,,Муниципальная,212.0
817,МКДОУ Детский сад общеразвивающего вида Малыш с.Чонтаул,51.0,,Муниципальная,51.0
818,МКДОУ Детский сад общеразвивающего вида  Ветерок с.Новочиркей,,,Муниципальная,105.0
819,МКОУ Сумбатлинская ООШ ГКПдеят. приостан.,,,Муниципальная,1.0
820,МКДОУ Вачинский детский сад,32.0,,Муниципальная,32.0
821,МКОУ Цыйшинская СОШ ГКПдеят. приостан.,,,Муниципальная,1.0
822,МКОУ Канинская ООШ ГКПдеят.приост.,,,Муниципальная,6.0
823,МКОУ Каялинская школасад №4 СОШ,16.0,,Муниципальная,16.0
824,МКДОУ Кулинский детский сад,80.0,,Муниципальная,80.0
825,МК ДОУ Хосрехский детский сад,30.0,,Муниципальная,30.0
826,МКОУ Хайхинская школасад ООШ,,,Муниципальная,7.0
827,МКДОУ Вихлинский детский сад,36.0,,Муниципальная,36.0
828,МКОУ Кулинская СОШ №2 гкпдеят.приост.,,,Муниципальная,2.0
829,МКДОУ Солнышко с.Коркмаскала,,,Муниципальная,196.0
830,МКДОУ детский сад Радость с.Коркмаскала,420.0,,Муниципальная,420.0
831,МКОУ Тюбинская СОШ ГКПдеят. приост,,,Муниципальная,0.0
832,МКОУ Кубинская ООШ ГКП,,,Муниципальная,8.0
833,МКОУ Унчукатлинская СОШ гкп,,,Муниципальная,8.0
834,МКОУ Шаринская СОШ ГКП,,,Муниципальная,8.0
835,МКОУ Уринская ООШ ГКПдеят. приост,,,Муниципальная,0.0
836,МКОУ Хурхинская СОШ ГКП,,,Муниципальная,13.0
837,МКОУ Курклинская СОШ ГКП,,,Муниципальная,6.0
838,МКОУ Чуртахская ООШ ГКП,,,Муниципальная,8.0
839,МКДОУ Кумухский дсад,109.0,,Муниципальная,109.0
840,МКДОУ Детский сад Солнышко с.Кумух 60 м.,,,Муниципальная,60.0
841,МКОУ Гельмецкая СОШ гкп,,,Муниципальная,17.0
842,МКОУ Куфинская СОШ гкп,,,Муниципальная,15.0
843,МКОУ Мишлешская СОШ гкп,,,Муниципальная,55.0
844,МКОУ Хлютская СОШ гкп,,,Муниципальная,28.0
845,МКОУ Ихрекская СОШ гкп.,,,Муниципальная,22.0
846,МКОУ Рутульская СОШ №1 им.Гусейнова гкп,,,Муниципальная,39.0
847,МКДОУ ДС Настенька с.Мишлеш,40.0,,Муниципальная,40.0
848,МКОУ Аранская СОШ гкп,,,Муниципальная,23.0
849,МКОУ Рутульская СОШ №2 им. Мирзоева гкп,,,Муниципальная,6.0
850,МКДОУ ДС Солнышко с.Хлют,30.0,,Муниципальная,30.0
851,МКОУ Калинская СОШ гкп,,,Муниципальная,20.0
852,МКОУ Джилихурская СОШ гкп,,,Муниципальная,18.0
853,МКОУ Аракульская СОШ гкп,,,Муниципальная,6.0
854,МКОУ Ихрекская ООШ гкп,,,Муниципальная,0.0
855,МКОУ Цудикская СОШ гкп,,,Муниципальная,9.0
856,МКОУ Кичинская СОШ гкп,,,Муниципальная,13.0
857,МКОУ Лучекская СОШ гкп,,,Муниципальная,9.0
858,МКОУ Дженыхская СОШ гкп,,,Муниципальная,8.0
859,МКОУ Амсарская СОШ гкп,,,Муниципальная,4.0
860,МКОУ Муслахская СОШ гкп,,,Муниципальная,12.0
861,МКОУ Цахурская СОШ гкп,,,Муниципальная,10.0
862,МКОУ НижнеКатрухская СОШ гкп,,,Муниципальная,6.0
863,МКОУ Курдульская ООШ гкп,,,Муниципальная,5.0
864,МКДОУ ДС Радость с.Рутул,74.0,,Муниципальная,74.0
865,МКОУ Микикская СОШ гкп,,,Муниципальная,4.0
866,МКДОУ ДС Улыбка с.Рутул,105.0,,Муниципальная,105.0
867,МКОУ Шиназская СОШ гкп,,,Муниципальная,19.0
868,МКОУ ВерхнеКатрухская СОШ гкп,,,Муниципальная,5.0
869,МКДОУ ДС Орленок с.Ихрек,45.0,,Муниципальная,45.0
870,МКОУ Кининская СОШ гкп,,,Муниципальная,19.0
871,МКДОУ  Детский сад с. Кадиркент на реконстр,23.0,,Муниципальная,23.0
872,МКДОУ Детский сад с.Мургук,,,Муниципальная,93.0
873,МКДОУ  Детский сад №3 с.Сергокала,116.0,,Муниципальная,116.0
874,МКДОУ  Детский сад №4 с.Сергокала,93.0,,Муниципальная,93.0
875,МКДОУ Детский сад с. Краснопартизанск,30.0,,Муниципальная,30.0
876,МКДОУ  Детский сад с. Ванашимахи на реконстр,22.0,,Муниципальная,22.0
877,МКДОУ  Детский сад с. Дегва,17.0,,Муниципальная,17.0
878,МКДОУ  Детский сад с. Бурдеки,31.0,,Муниципальная,31.0
879,МКДОУ  Детский сад с. Нижнемахарги,23.0,,Муниципальная,23.0
880,МКДОУ Детский сад с. Урахи,28.0,,Муниципальная,28.0
881,МКДОУ Детский сад с. Кичигамри,50.0,,Муниципальная,50.0
882,МКОУ Мюрегинская СОШ гкп  деят. приост.,0.0,,Муниципальная,0.0
883,МКДОУ  Детский сад №1 с.Сергокала,127.0,,Муниципальная,127.0
884,МКДОУ Детский сад с. Маммаул,30.0,,Муниципальная,30.0
885,МКДОУ  Детский сад Теремок с. Новое Мугри,20.0,,Муниципальная,20.0
886,МКДОУ Детский сад с. Мюрего,123.0,,Муниципальная,123.0
887,МКДОУ  Детский сад с. Миглакасимахи,20.0,,Муниципальная,20.0
888,МКДОУ Детский сад с. Аялизимахи,23.0,,Муниципальная,23.0
889,МКДОУ Детский сад Олимпийский с.Сергокала,,,Муниципальная,204.0
890,МКДОУ  Детский сад №2 с.Сергокала,69.0,,Муниципальная,69.0
891,МКДОУ Чулатский детский сад Огонек,,,Муниципальная,50.0
892,МКДОУ Гасикский детский сад Жемчужина,25.0,,Муниципальная,25.0
893,МБДОУ Урзигский детский сад Орленок,,,Муниципальная,25.0
894,МКДОУ Цанакский детский сад Улыбка,25.0,,Муниципальная,25.0
895,МКДОУ Турагский детский сад Радуга,50.0,,Муниципальная,50.0
896,МКДОУ Фиргильский детский сад Новичок,24.0,,Муниципальная,24.0
897,МКДОУ Аркитский детский сад Улдуз,50.0,,Муниципальная,50.0
898,МКДОУ Ерсинский детский сад Улдуз,50.0,,Муниципальная,50.0
899,МКДОУ Чурдафский детский сад Ласточка,25.0,,Муниципальная,25.0
900,МКДОУ Татилский детский сад Радуга,75.0,,Муниципальная,75.0
901,МКДОУ Халагский детский сад Солнышко,50.0,,Муниципальная,50.0
902,МКДОУ Гурикский детский сад Солнышко,50.0,,Муниципальная,50.0
903,МКДОУ Хурикский детский сад Радуга,98.0,,Муниципальная,98.0
904,МКДОУ Ханагский детский сад Рубас,50.0,,Муниципальная,50.0
905,МКДОУ Кюрягский детский сад Русалочка,25.0,,Муниципальная,25.0
906,МКДОУ Цалакский детский сад Теремок,50.0,,Муниципальная,50.0
907,МКДОУ Улузский детский сад Звезда,25.0,,Муниципальная,25.0
908,МКДОУ Тинитский детский сад Ручек,50.0,,Муниципальная,50.0
909,МКДОУ Джугдильский детский сад Ласточка,,,Муниципальная,50.0
910,МКДОУ Сиртичский детский сад Солнышко,100.0,,Муниципальная,100.0
911,МКДОУ Дюбекский детский сад Колокольчик,50.0,,Муниципальная,50.0
912,МКДОУ Дарвагский детский сад Улыбка,,,Муниципальная,150.0
913,МКДОУ Марагинский детский сад Радуга,50.0,,Муниципальная,50.0
914,МКДОУ Новолиджинский детский сад Солнышко,25.0,,Муниципальная,25.0
915,МКДОУ Гюхрягский детский сад Чебурашка,25.0,,Муниципальная,25.0
916,МКДОУ Шиленский детский сад Радуга,25.0,,Муниципальная,25.0
917,МКДОУ Ягдыгский детский сад Алнка,49.0,,Муниципальная,49.0
918,МКДОУ Джулджагский детский сад Радость,76.0,,Муниципальная,76.0
919,МКДОУ Гурхунский детский сад Радуга,25.0,,Муниципальная,25.0
920,МКДОУ Бурганкентский детский сад Радугана кап.рем.,,,Муниципальная,0.0
921,МКОУ Гимназия Табасаранского района с. Хучни,318.0,,Муниципальная,318.0
922,МКДОУ Хапильский детский сад Улыбка,25.0,,Муниципальная,25.0
923,МКДОУ Пилигский детский сад Ласточка,50.0,,Муниципальная,50.0
924,МКДОУ Гелинбатанский детский сад Рассвет,26.0,,Муниципальная,26.0
925,МКДОУ Кужникский детский сад Чебурашка,50.0,,Муниципальная,50.0
926,МКДОУ Дагнинский детский сад Заря,24.0,,Муниципальная,24.0
927,МКДОУ Хилипенджикский детский сад Ласточка,50.0,,Муниципальная,50.0
928,МКДОУ Агвалинский детский сад № 2,158.0,,Муниципальная,158.0
929,МКОУ Саситлинская СОШ ГКП,,,Муниципальная,8.0
930,МКОУ Хуштадинская школасад,30.0,,Муниципальная,30.0
931,МКОУ Агвалинская СОШ ГКП,,,Муниципальная,44.0
932,МКОУ Эчединская школасад,31.0,,Муниципальная,31.0
933,МКОУ Кединская  СОШсад ,,,Муниципальная,31.0
934,МКОУ Гадиринская ООШсад,13.0,,Муниципальная,13.0
935,МКОУ Верхнегакваринская школасад,35.0,,Муниципальная,35.0
936,МКОУ ТиссиАхитлинская СОШдетский сад,30.0,,Муниципальная,30.0
937,МКДОУ Тиндинский детский сад,45.0,,Муниципальная,45.0
938,МКДОУ Кочалинский детский сад,32.0,,Муниципальная,32.0
939,МКДОУ Агвалинский детский сад №1,95.0,,Муниципальная,95.0
940,МКОУ Нижнеинхокваринская СОШсад ,,,Муниципальная,30.0
941,МКОУ Хонохская СОШсад,,,Муниципальная,30.0
942,МКДОУ Кванадинский детский сад,38.0,,Муниципальная,38.0
943,МКОУ ГигатлиУрухская ООШ  ГКП,,,Муниципальная,10.0
944,МКОУ Нижнегакваринская школасад,31.0,,Муниципальная,31.0
945,МКОУ Метрадинская СОШсад,,,Муниципальная,30.0
946,МКДОУ Гигатлинский сад,45.0,,Муниципальная,45.0
947,МБДОУ Усишинский детский сад №1,60.0,,Муниципальная,60.0
948,МБДОУ Акушинский детский сад,262.0,,Муниципальная,262.0
949,МКДОУ Мугинский детский сад,60.0,,Муниципальная,60.0
950,МКДОУ Гапшиминский детский сад,60.0,,Муниципальная,60.0
951,МКДОУ ВерхнеМулебкинский детский сад,34.0,,Муниципальная,34.0
952,МБДОУ Тебекмахинский детский сад ,,,Муниципальная,110.0
953,МБДОУ Усишинский детский сад №2,60.0,,Муниципальная,60.0
954,МКДОУ Ашагастальский детский сад,62.0,,Муниципальная,62.0
955,МКДОУ Касумкентский детский сад №3,97.0,,Муниципальная,97.0
956,МКДОУ Касумкентский детский сад №1,91.0,,Муниципальная,91.0
957,МКДОУ Карчагский детский сад,61.0,,Муниципальная,61.0
958,МКДОУ Новомакинский детский сад,119.0,,Муниципальная,119.0
959,МКДОУ Герейхановский детский сад,104.0,,Муниципальная,104.0
960,МКДОУ Сардаркентский детский сад Аманат,,,Муниципальная,48.0
961,МКДОУ Нютюгский детский сад,62.0,,Муниципальная,62.0
962,МКДОУ Куркентский детский сад,69.0,,Муниципальная,69.0
963,МКДОУ Юхаристальский детский сад,82.0,,Муниципальная,82.0
964,МКДОУ Касумкентский детский сад №2,264.0,,Муниципальная,264.0
965,МКДОУ  Ортастальский детский сад,78.0,,Муниципальная,78.0
966,МКДОУ ДС Чубарук с.АшагаСталКазмаляр,,,Муниципальная,148.0
967,МКДОУ Укальский яслисад Тляратинского района,55.0,,Муниципальная,55.0
968,МКДОУ Нурухский детский сад Тляратинского района,,,Муниципальная,15.0
969,МКДОУ Гиндибский детский сад Тляратинского района,15.0,,Муниципальная,15.0
970,МКДОУ Чилдинский детский сад Тляратинского района,12.0,,Муниципальная,12.0
971,МКДОУ Гведышинский детский сад Тляратинского района,15.0,,Муниципальная,15.0
972,МКДОУ Хадияльский детский сад Тляратинского района,14.0,,Муниципальная,14.0
973,МКДОУ Хиндахский детский сад Тляратинского района,15.0,,Муниципальная,15.0
974,МКДОУ Саниортинский детский сад Тляратинского района,15.0,,Муниципальная,15.0
975,МКДОУ Тохординский яслисад Тляратинского района,25.0,,Муниципальная,25.0
976,МКДОУ Камилюхский детский сад Тляратинского района,15.0,,Муниципальная,15.0
977,МКДОУ Кутлабский детский сад Тляратинского района,30.0,,Муниципальная,30.0
978,МКДОУ Нитиицухский детский сад Тляратинского района,,,Муниципальная,15.0
979,МКДОУ Талцухский детский сад Тляратинского района,15.0,,Муниципальная,15.0
980,МКДОУ Хидибский детский сад Тляратинского района,15.0,,Муниципальная,15.0
981,МКДОУ Кардибский детский сад Тляратинского района,15.0,,Муниципальная,15.0
982,МКДОУ Чородинский детский сад Тляратинского района,15.0,,Муниципальная,15.0
983,МКДОУ Никарский детский сад Тляратинского района,15.0,,Муниципальная,15.0
984,МКДОУ Тляратинский яслисад  Тляратинского района Джурмут,,,Муниципальная,140.0
985,МКДОУ Гиндухский детский сад Тляратинского района,15.0,,Муниципальная,15.0
986,МКДОУ Тохотинский детский сад Тляратинского района,15.0,,Муниципальная,15.0
987,МКДОУ Жажадинский детский сад Тляратинского района,15.0,,Муниципальная,15.0
988,МКДОУ Бетельдинский детский сад Тляратинского района,15.0,,Муниципальная,15.0
989,МКДОУ Генеколобский детский сад Тляратинского района,15.0,,Муниципальная,15.0
990,МКДОУ Мазадинский детский сад Тляратинского района,15.0,,Муниципальная,15.0
991,МКДОУ Тлянадинский детский сад Тляратинского района,14.0,,Муниципальная,14.0
992,МКДОУ Роснобский детский сад Тляратинского района,,,Муниципальная,30.0
993,МКДОУ Анцухский детский сад Тляратинского района,15.0,,Муниципальная,15.0
994,МКДОУ Чадаколобский детский сад Тляратинского района,30.0,,Муниципальная,30.0
995,МКДОУ Ландинский детский сад Тляратинского района,15.0,,Муниципальная,15.0
996,МКДОУ Цумилюхский детский сад Тляратинского района,15.0,,Муниципальная,15.0
997,МКДОУ Кособский детский сад Тляратинского района,15.0,,Муниципальная,15.0
